ec_ref
C0000232
C0001572
NC0031058
NC0028187
NC0027420
NC0051373
NC0030846
NC0028911
NC0027526
NC0094796
NC0030271
NC0028396
NC0411572
NC0413530
NC0031250
NC0029421
NC0029166
C0008124
C0008061
C0010420
C0010228
C0010211
C0010165
C0010019
C0009956
C0010932
C0002551
C0002657
C0001635
C0003782
C0004019
C0005207
C0005187
C0005144
C0005081
NC0260289
C0018037
C0018741
C0011699
C0011656
C0011719
C0002190
C0013208
C0014270
C0014124
C0014061
C0013998
C0002253
C0015867
C0007145
C0007102
C0007082
C0007486
C0025316
C0025121
C0024995
C0026100
C0026080
C0025525
C0003186
C0026484
C0026547
C0026504
C0026953
C0026890
C0037570
C0037544
C0037481
C0037739
C0022336
C0023567
C0023550
C0023358
C0023315
C0023295
C0022780
C0019972
C0015824
C0015761
C0016442
C0103899
C0103902
C0099880
C0112941
C0107411
C0076883
C0076946
C0082671
C0083713
C0083667
C0083799
C0084901
C0091968
C0091925
C0092947
C0092581
C0093820
C0022379
C0024546
C0024483
C0024337
C0024274
C0025462
C0330582
C0330599
C0331578
C0331369
C0330645
C0330791
C0331112
C0330943
C0221039
C0207680
C0241929
C0244992
C0240438
C0257077
C0266011
C0266100
C0266097
C0261972
C0319132
C0165553
C0165490
C0165616
C0165407
C0099602
C0099479
C0406042
C0393934
C0363918
C0397443
C0397532
C0397380
C0395574
C0399805
C0399742
C0398319
C0398299
C0407362
C0406446
C0406383
C0406509
C0333536
C0333579
C0333327
C0333473
C0319327
C0339705
C0339642
C0337684
C0319264
C0331561
C0330986
C0330854
C0330602
C0548964
C0557749
C0557686
C0495691
C0522730
C0541665
C0541728
C0413167
C0406059
I0033972
V0082880
V0495754
V0032950
V0238546
V0408149
V0406105
V0032652
V0032804
I0034038
PF0495711
ET0331624
ET0031971
PF0503646
C0557706
PF0033674
PT0032183
V0406148
V0400277
V0556664
PF0033737
C0025018
C0026249
C0026186
C0054567
C0023593
C0023461
C0023252
C0023656
C0022677
C0016548
C0016485
C0100092
C0107308
C0076903
C0076840
C0083756
C0085625
C0085562
C0091879
C0096499
C0022482
C0024231
C0024503
C0330688
C0207700
C0314942
C0243569
C0245015
C0247737
C0319221
C0165510
C0165642
C0165387
C0097221
C0501582
C0414867
C0397486
C0395531
C0405570
C0407379
C0406340
C0406403
C0413124
C0339685
C0337730
C0393977
C0331326
C0330880
NC0516687
C0000679
NC0030740
NC0029375
NC0549239
NC0028207
NC0339748
NC0333877
NC0029123
NC0522879
NC0086990
C0008422
C0009913
C0005233
C0005485
C0005997
C0006976
NC0556727
C0017868
C0017527
C0018695
C0011593
C0012060
C0011997
C0012635
C0012572
C0013955
C0014530
C0002296
C0015913
C0007506
C0025210
C0337747
C0514369
C0522773
C0522836
C0503689
C0413061
V0077052
V0397575
V0032715
V0032847
PF0076989
PF0033422
ET0031868
PF0092031
PF0406294
C0007188
C0025359
C0025227
C0025164
C0024952
C0026206
C0026143
C0026910
C0037587
C0054524
C0023613
C0023269
C0022634
C0016505
C0100112
C0099900
C0107966
C0107454
C0107391
C0065393
C0077627
C0082582
C0083693
C0146515
C0093010
C0093837
C0093774
C0094753
C0022571
C0024589
C0024440
C0024248
C0330708
C0330897
C0330900
C0331535
C0333834
C0266117
C0266054
C0256353
C0256416
C0319175
C0165659
C0165596
C0132134
C0099582
C0413573
C0498479
C0399785
C0407273
C0406357
C0333430
C0333771
C0001337
C0001274
NC0028290
NC0248610
NC0068330
NC0031356
NC0028865
NC0317561
NC0030377
C0008167
C0008679
C0010254
C0010122
C0010975
C0011101
C0003996
C0004975
C0005101
C0005891
C0005505
C0005442
C0005954
C0006933
C0006870
NC0065204
NC0403935
NC0400171
C0018784
C0019826
C0011613
C0011954
C0013188
C0014547
C0001426
C0001363
NC0097012
NC0031553
NC0031104
NC0027660
NC0038681
NC0495634
NC0196279
NC0028891
PF0541413
PF0541393
V0088845
V0394343
V0240426
V0363881
V0032486
NC0031490
NC0401047
NC0165685
NC0108015
NC0029678
NC0514523
NC0501164
C0006813
C0006767
C0007025
C0008256
C0008213
C0008193
C0008150
C0008319
C0008725
C0008662
C0010468
C0010855
C0010812
C0011702
C0002917
C0002854
C0002791
C0003770
C0004088
C0005067
C0006046
C0005980
C0015747
C0016531
C0018277
C0011980
C0012426
C0012363
C0013405
C0013385
C0013342
C0014573
C0015956
C0015893
C0024426
C0024363
C0024938
C0025342
C0025253
C0025190
C0025044
C0025001
C0026232
C0026023
C0003129
C0054550
C0038744
C0052655
C0052744
C0051424
C0023447
C0023384
C0019960
C0020450
C0020424
C0021148
C0021085
C0020936
C0165433
C0099525
C0104013
C0099671
C0107992
C0107288
C0051361
C0068227
C0076826
C0077653
C0077610
C0079293
C0086887
C0086844
C0086907
C0087102
C0091994
C0092973
C0093863
C0096545
C0096608
C0096886
C0096949
C0022468
C0333396
C0333264
C0333668
C0333651
C0333459
C0323183
C0319865
C0319290
C0317249
C0331097
C0330671
C0330479
C0331458
C0221022
C0210917
C0241912
C0315096
C0243552
C0246486
C0247720
C0514460
C0495843
C0516461
C0541350
C0541754
C0541797
C0515949
C0411515
C0411452
C0409577
C0492248
C0414386
C0501568
C0393960
C0395769
C0398388
C0398302
C0397664
C0400981
C0398580
C0405664
C0404685
C0548818
C0545821
C0554752
C0556905
I0405727
PF0395517
PF0033597
PF0033511
PF0033193
ET0032020
PF0395322
PF0033852
PF0087099
PF0546437
PF0541817
PF0033720
C0333353
C0333416
C0323203
C0337778
C0331395
C0241551
C0241955
C0314930
C0315053
C0257060
C0541691
C0413427
C0411469
C0413364
C0414343
C0501121
C0500995
C0501525
C0397429
C0395726
C0401004
C0405621
C0404642
C0404705
C0542478
C0548990
C0557775
C0556859
C0556796
PF0211023
PF0033869
PF0161474
PF0106398
PF0097269
PF0033617
PF0395663
PF0543116
PF0098990
C0018234
C0018171
C0018638
C0018575
C0024572
C0025087
C0026129
C0026066
C0052612
C0022425
C0020063
C0020467
C0021105
C0021042
C0020979
C0021509
C0015850
C0099568
C0104056
C0107377
C0068316
C0068253
C0082568
C0079313
C0079250
C0085505
C0091951
C0092930
C0096502
C0333625
C0000218
C0001320
NC0076972
NC0031659
NC0031084
NC0028276
NC0029767
V0256339
V0221128
V0094676
V0032830
NC0031596
NC0403346
NC0339736
NC0333928
NC0268252
NC0257123
NC0092017
NC0028788
C0006724
C0010108
C0010045
C0009982
C0010829
C0002811
C0004045
C0004898
C0005024
C0006003
C0006919
C0016620
C0016428
C0333562
C0333310
C0323397
C0331415
C0330777
C0331352
C0210897
C0315483
C0319118
C0541711
C0397366
C0399836
C0398345
C0403303
C0557732
C0556816
I0033895
V0394300
PF0033299
C0016637
C0016574
C0002448
C0011682
C0012469
C0002044
C0024320
C0025296
C0025107
C0026275
C0037467
C0052701
C0052698
C0022362
C0023404
C0023341
C0020020
C0165539
C0165476
C0161222
C0100100
C0196130
C0107909
C0106355
C0107334
C0068210
C0076869
C0096588
C0096906
NC0097055
C0001469
NC0085651
NC0029976
NC0549265
NC0027191
NC0027254
NC0363901
NC0027766
NC0028233
V0087013
V0033042
NC0221065
NC0029661
NC0028808
NC0319310
C0007068
C0008047
C0000023
C0010451
C0010191
C0009999
C0010002
C0010918
C0010766
C0002107
C0002897
C0003939
C0004002
C0004918
C0005170
NC0516719
C0000244
C0001457
NC0052770
NC0029813
NC0029515
NC0027898
NC0037619
NC0030113
NC0028877
NC0027514
NC0094765
NC0411584
NC0337867
NC0104082
NC0028430
NC0404731
NC0333911
NC0108041
NC0096660
NC0030365
NC0549013
NC0405710
NC0399925
C0007520
C0008307
C0008648
C0008559
C0008516
C0008496
C0010242
C0010792
C0011579
C0000112
C0002708
C0002900
C0004071
C0003965
C0004944
C0004987
C0005113
C0005966
C0001729
C0006945
C0006882
C0016517
C0016454
C0016391
C0018260
C0018157
C0018068
C0018772
C0011625
C0012008
C0012604
C0012558
C0012541
C0012349
C0013328
C0013239
C0013176
C0014218
C0014155
C0014112
C0014092
C0014559
C0014496
C0015987
C0006750
C0093743
C0003092
C0025493
C0026535
C0026667
C0026939
C0026922
C0026876
C0037599
C0037556
C0037493
C0054536
C0023601
C0023238
C0022622
C0020493
C0021131
C0261706
C0257089
C0266131
C0268149
C0261958
C0319207
C0133694
C0099594
C0103933
C0107978
C0107935
C0107271
C0083681
C0083701
C0097106
C0087082
C0088977
C0093849
C0093806
C0093786
C0407393
C0407350
C0407456
C0407413
C0406434
C0406371
C0406477
C0403947
C0409560
C0405859
C0413201
C0333699
C0333505
C0333442
C0334166
C0319699
C0334375
C0393991
C0319187
C0319144
C0331504
C0331484
C0330974
C0331100
C0330462
C0330525
C0331441
C0210900
C0210986
C0243684
C0257469
C0242427
C0243343
C0514446
C0514509
C0514357
C0522850
C0522956
C0541336
C0413198
C0413009
C0413112
C0413453
C0413516
C0411306
C0492236
C0413605
C0501018
C0501107
C0501551
C0397518
C0397455
C0397392
C0399862
C0399773
C0398371
C0398434
C0401030
C0400967
C0405498
C0405518
C0548887
C0556885
C0556842
PF0503191
PF0094828
V0470364
PF0522913
PF0488850
PF0033388
PF0407797
PF0238729
PF0033302
V0097043
V0336376
V0032323
V0238666
V0032727
C0551140
C0557718
I0413307
PF0394223
V0088679
V0240452
V0082765
V0400157
C0024623
C0024560
C0024964
C0026578
C0037450
C0052681
C0023644
C0023581
C0022728
C0022665
C0020006
C0165522
C0107889
C0068190
C0082828
C0083807
C0083744
C0086933
C0086870
C0404774
C0413244
C0333290
C0333865
C0319891
C0339673
C0339868
C0317718
C0331080
C0330568
C0331206
C0331547
C0331143
C0243704
C0242410
C0514489
C0522867
C0413496
C0411349
C0406028
C0501001
C0397498
C0400094
C0403283
NC0097149
NC0250153
C0000667
NC0076960
NC0031387
NC0028024
NC0027812
NC0395714
NC0096634
NC0405690
NC0266174
NC0092466
C0008605
C0008410
C0010305
C0010494
C0010898
C0002688
C0002880
C0003922
C0004901
C0006856
C0016497
C0018114
C0018051
C0017919
C0012647
C0012515
C0012452
C0014009
C0015901
C0006793
C0096571
C0001712
C0397412
C0399879
C0395454
C0400924
C0548907
C0548844
C0553653
PF0033600
V0077083
C0014198
C0013986
C0014516
C0015944
C0015881
C0024666
C0025133
C0025070
C0026112
C0026561
C0026624
C0026965
C0037513
C0020049
C0021028
C0020962
C0245046
C0257046
C0257109
C0266085
C0266148
C0131782
C0099551
C0103976
C0082619
C0083787
C0333719
C0337761
C0337824
C0333997
C0331249
C0330931
C0331186
C0210943
C0204434
C0241537
C0314973
C0514403
C0495660
C0542461
C0514592
C0413155
C0413092
C0413218
C0413559
C0501828
NC0542524
C0000201
C0000198
NC0097000
NC0493424
NC0031705
NC0031642
NC0029750
NC0028579
NC0211009
NC0099614
NC0268238
NC0093039
NC0030411
NC0407499
NC0086976
C0008201
C0008453
C0008390
C0010348
C0010285
C0004881
C0005093
C0006899
C0006902
C0016411
C0018025
C0017899
C0017902
C0019857
C0011668
C0012495
C0013222
NC0028221
NC0260518
NC0029604
NC0161443
NC0027242
NC0106280
NC0027374
NC0027437
NC0037032
NC0068347
NC0037607
NC0031370
NC0106343
NC0029541
NC0028416
NC0556936
NC0541785
NC0333891
NC0031476
NC0031433
NC0031224
NC0030391
NC0029990
NC0028625
NC0501176
NC0407482
C0008376
C0010331
C0010139
C0010076
C0010906
C0010843
C0010780
C0011118
C0011098
C0000693
C0001609
C0002525
C0002777
C0002929
C0003756
C0005459
NC0094195
NC0397758
C0000181
C0001546
C0001483
C0017945
C0017882
C0018715
C0018669
C0018652
C0019840
C0012077
C0000035
C0013265
C0014287
C0014244
C0014181
C0014035
C0007119
C0007056
C0008035
C0008244
C0008181
C0008631
C0008585
C0008439
C0025436
C0025373
C0003143
C0023478
C0023226
C0022754
C0022711
C0022691
C0020032
C0019903
C0020481
C0021011
C0020948
C0020885
C0021523
C0015735
C0015778
C0002373
C0002436
C0018203
C0018140
C0096920
C0104025
C0107872
C0107322
C0545701
C0076857
C0076794
C0082645
C0082599
C0082602
C0083770
C0086899
C0085579
C0085536
C0022502
C0022499
C0024457
C0024394
C0319238
C0330828
C0330765
C0333980
C0331232
C0330917
C0331023
C0221010
C0221053
C0210929
C0207717
C0314959
C0314896
C0243223
C0243329
C0244966
C0545744
C0247751
C0268132
C0268221
C0545681
C0413270
C0414521
C0501044
C0501087
C0500964
C0501602
C0501599
C0501619
C0397506
C0395757
C0395694
C0395740
C0395548
C0399716
C0400950
C0405587
C0405501
C0333702
C0333339
C0319702
C0548870
C0556873
C0556830
C0469305
C0493493
C0514383
C0522704
C0516447
C0541639
C0413078
V0240349
V0033030
V0033179
V0032392
V0032455
V0032518
PF0516000
PF0033883
ET0031882
PT0032203
PT0032140
PT0032051
TV0489428
V0397695
V0551234
PF0522893
PF0033840
V0317237
V0077069
C0522684
C0522747
V0084918
V0032309
PF0245135
PF0033225
PF0268264
PF0557251
C0019946
C0021117
C0021054
C0018183
C0017988
C0107428
C0107365
C0068304
C0068241
C0082556
C0082897
C0086813
C0088960
C0092598
C0096514
C0096963
C0022608
C0022545
C0024692
C0025479
C0330619
C0331338
C0330811
C0330556
C0331275
C0333682
C0196250
C0221116
C0315065
C0266028
C0413439
C0501133
C0501070
C0393908
C0397549
C0399759
C0399696
C0403271
C0405633
C0404717
C0404654
C0413181
C0333745
C0333808
C0319682
C0337850
C0548933
C0557655
NC0084855
NC0028668
NC0031072
NC0029180
NC0092601
NC0245072
NC0028012
NC0403334
NC0092005
NC0031267
NC0029647
C0010437
C0010374
C0010033
C0009970
C0010949
C0010886
C0002479
C0002823
C0003799
C0005416
C0006332
C0001503
C0001440
C0018626
C0012584
C0013311
C0014078
C0015970
C0006736
C0008078
C0008287
C0008542
C0025330
C0026650
C0052624
C0023524
C0022800
C0022797
C0020075
C0514472
C0541742
V0033073
V0557958
V0032289
TV0546425
PF0514535
PF0033477
NC0027735
NC0030480
NC0027540
NC0241986
NC0093027
NC0031178
NC0029438
NC0413287
NC0082688
C0008333
C0002671
C0002734
C0002866
C0005396
C0000078
C0000650
C0017971
C0018758
C0012034
C0012438
C0012375
C0013417
C0013354
C0013291
C0013929
C0014201
C0006779
C0007099
C0008270
C0026097
C0003249
C0037501
C0023435
C0023372
C0019989
C0020501
C0020905
C0018094
C0103919
C0100129
C0198314
C0076814
C0086919
C0086856
C0096874
C0096937
C0022588
C0022519
C0022456
C0022393
C0024609
C0024414
C0024351
C0331129
C0331066
C0314916
C0268175
C0397400
C0395783
C0400993
C0405676
C0405544
C0405607
C0404697
C0406460
C0413035
C0333276
C0333788
C0319536
C0339659
C0337704
C0548976
C0557698
C0556979
NC0031077
NC0028226
NC0106285
NC0027571
NC0027588
NC0243076
NC0107473
NC0030098
NC0030101
NC0028822
NC0028613
NC0028017
NC0031229
NC0031166
NC0029995
NC0029142
NC0407487
NC0399913
NC0319303
C0015932
C0008441
C0010379
C0010336
C0010273
C0009932
C0000744
C0010848
C0008232
C0008186
C0000701
C0008636
C0008573
C0003744
C0003953
C0004932
C0022759
C0022696
C0018291
C0018208
C0018145
C0018082
C0017933
C0017887
C0017870
C0018657
C0012483
C0013210
C0013316
C0013253
C0013190
C0014249
C0014232
