ec_ref
C0014100
C0013974
C0014504
C0082859
C0083775
C0086818
C0026612
C0026592
C0037549
C0051544
C0022507
C0022487
C0022444
C0024654
C0024591
C0024508
C0024399
C0024313
C0024250
C0025378
C0020037
C0019908
C0020486
C0021016
C0020993
C0020950
C0021528
C0023529
C0023423
C0023334
C0245034
C0250184
C0265993
C0268226
C0268163
C0096862
C0097240
C0137343
C0104070
C0103964
C0107923
C0107860
C0106348
C0107327
C0107264
C0103560
C0096519
C0096968
C0096925
C0001402
C0068203
C0076799
C0082587
C0082607
C0399850
C0221015
C0221058
C0210974
C0210931
C0545686
C0204422
C0241974
C0319240
C0331028
C0333985
C0330450
C0330710
C0331174
C0331237
C0165661
C0146471
C0400912
C0400955
C0405506
C0405532
C0405638
C0407401
C0406422
C0413701
C0413186
C0413080
C0413275
C0501859
C0501032
C0500969
C0330962
C0333644
C0333581
C0333687
C0333707
C0337812
C0397448
C0395745
C0556621
C0501607
C0514434
C0514371
C0522689
C0522709
C0503691
C0541773
C0541730
C0546216
C0548938
C0548832
C0548875
C0556878
V0033035
ET0076991
TV0550856
PF0033376
PF0355960
V0400188
V0557857
PF0522901
PF0522898
PF0395682
PF0339750
PF0033888
C0514477
C0522792
C0556835
V0033078
V0238611
V0032354
PT0032102
PF0137641
PF0033333
PF0405741
PF0551176
PF0501501
PF0033845
PF0033782
V0397657
C0022590
C0024611
C0019934
C0020506
C0020443
C0023632
C0093882
C0097074
NC0260291
C0000655
C0001488
C0068289
C0076819
C0051501
C0082544
C0210739
C0241931
C0319137
C0331263
C0330859
C0331131
C0243374
C0400998
C0405549
C0413232
C0413484
C0333601
C0333790
C0323176
C0336922
C0337709
C0395699
NC0077672
NC0031060
NC0082885
NC0027677
NC0221104
NC0031375
NC0395702
NC0030396
C0008530
C0008338
C0008275
C0002676
C0002931
C0003718
C0084906
C0022716
C0022653
C0016593
C0000787
C0018102
C0018614
C0012039
C0011973
C0013359
C0013931
C0014186
C0026294
C0522944
C0548921
C0556981
V0395339
V0097283
V0394297
V0032443
U0034057
PT0032188
PF0418573
PF0407507
C0026655
C0037506
C0052629
C0068183
C0068246
C0022610
C0022398
C0022401
C0024697
C0024419
C0024356
C0024293
C0025335
C0025272
C0021059
C0023377
C0103921
C0088965
C0092606
C0096879
NC0412974
C0001508
C0001445
C0001382
C0068309
C0243122
C0319283
C0331220
C0330816
C0330493
C0553280
C0403276
C0404659
C0407381
C0407444
C0406465
C0406528
C0501138
C0501075
C0337792
C0397405
C0006337
NC0029503
NC0027634
NC0027886
NC0337855
NC0030485
NC0029248
NC0403339
NC0031464
NC0030694
NC0522881
NC0399893
NC0397551
NC0266162
NC0082690
C0015975
C0008547
C0008484
C0010230
C0010038
C0009975
C0000080
C0008143
C0008080
C0002361
C0002828
C0022805
C0022742
C0016613
C0016550
C0002424
C0018188
C0018760
C0013296
C0014275
C0014206
C0014143
C0014080
C0014484
C0083732
C0026251
NC0028853
NC0028043
NC0096653
NC0031212
NC0030702
NC0030682
NC0029426
NC0082676
C0006938
NC0030745
NC0029832
NC0248615
NC0549241
NC0240128
NC0027937
NC0028404
NC0411577
NC0028916
C0002258
C0008427
C0008364
C0010216
C0010153
C0010110
C0009918
C0011086
C0006875
C0007107
C0007044
C0008129
C0008321
C0002556
C0002493
C0004090
C0005149
C0005132
C0005086
C0005896
C0005384
C0005447
C0005430
C0022639
C0015829
C0015812
C0015766
C0016447
C0016384
C0018703
C0018640
C0018594
C0019871
C0011598
C0012065
C0012022
C0011959
C0012577
C0012534
C0012471
C0014023
C0014535
C0026148
C0026085
C0003131
C0003174
C0026489
C0026958
C0026895
C0037575
C0052720
C0022576
C0022381
C0024577
C0024534
C0024402
C0024236
C0025513
C0025215
C0025169
C0019977
C0023618
C0023598
C0023555
C0023492
C0023360
C0023257
C0023194
C0097120
C0100097
C0103990
C0103907
C0107310
C0091970
C0093015
C0092992
C0093825
C0088910
C0096590
C0096994
NC0256404
NC0542500
NC0542497
C0000237
C0001577
C0001279
C0068272
C0076845
C0076802
C0076782
C0076908
C0082570
C0082633
C0083718
C0086952
C0085567
C0319226
C0319120
C0319163
C0319269
C0331566
C0331011
C0331117
C0330587
C0330481
C0330885
C0330690
C0331523
C0331460
C0331054
C0131821
C0165515
C0165647
C0165452
C0165541
C0315010
C0314947
C0314904
C0243191
C0266105
C0097226
C0099633
C0099587
C0407278
C0407324
C0406345
C0406408
C0413023
C0411320
C0411363
C0330948
C0330753
C0333776
C0333478
C0320374
C0339647
C0337689
C0393876
C0393939
C0336819
C0340288
C0397385
C0395771
C0395536
C0394557
C0394792
C0399704
C0221041
C0501587
C0501544
C0495716
C0522778
C0545434
C0398364
C0398321
C0397746
C0556924
C0556861
V0032892
V0032955
V0032998
V0065189
V0032380
V0336415
V0032703
I0034040
ET0086995
ET0031976
PT0032082
PF0033871
V0320033
PF0413535
PF0496226
C0522735
C0548969
C0403322
C0557751
V0557883
V0094652
V0032746
V0032809
ET0031767
PF0033725
PF0364327
PF0033213
V0400133
PF0549032
C0022533
C0022470
C0024680
C0024488
C0024279
C0025467
C0025258
C0025126
C0025063
C0021150
C0023512
C0099544
C0107416
C0107290
C0107353
C0096610
C0096951
C0076888
C0085017
C0207685
C0207748
C0261977
C0330796
C0330544
C0330607
C0165558
C0165495
C0244997
C0266016
C0099607
C0099481
C0407367
C0406388
C0413472
C0501633
C0501570
C0333670
C0333733
C0319670
C0379833
C0397537
C0397474
C0395579
C0399747
NC0028593
NC0031255
NC0031192
NC0030339
NC0030276
NC0245060
C0010425
C0010362
C0010021
C0010937
C0010874
C0006832
C0007087
C0008066
C0000131
C0003787
C0005000
C0005404
C0022785
C0016404
C0018746
C0018683
C0014129
C0014066
C0026105
C0026042
C0026509
C0037486
C0493481
C0405575
V0033167
V0400239
ET0031933
ET0031870
PF0406299
PF0337881
PF0406814
V0407533
C0026915
C0037532
C0037020
C0024445
C0024382
C0025424
C0025361
C0025020
C0020873
C0021511
C0023466
C0023214
C0107459
C0107396
C0093779
C0094758
NC0094246
C0000681
C0001534
C0001471
C0083698
C0085524
C0330842
C0330501
C0331477
C0330905
C0165604
C0314884
C0243211
C0244954
C0266059
C0099501
C0407470
C0413129
C0413066
C0522970
C0413578
C0333435
C0333372
C0333839
C0337735
C0337672
C0363963
C0397431
NC0028810
NC0108034
NC0029128
C0005959
C0007001
NC0085656
NC0052763
NC0031661
NC0027831
NC0077057
NC0029274
C0015918
C0010259
C0010127
C0010064
C0010831
C0011106
C0002513
C0003941
C0004064
C0005043
C0005106
C0006022
C0002450
C0018789
C0011618
NC0037621
NC0028896
NC0028238
NC0268257
NC0257128
NC0029666
NC0029154
NC0501169
NC0331612
C0013304
C0013241
C0014220
C0014561
C0002241
C0015855
C0008561
C0010456
C0010196
C0010007
C0009944
C0000028
C0010920
C0006818
C0006729
C0007133
C0007070
C0008198
C0008112
C0008624
C0000117
C0002690
C0003732
C0004007
C0004920
C0005175
NC0031558
NC0031109
NC0031089
NC0503379
NC0027196
C0022324
C0023409
C0023346
C0023283
C0015792
C0016579
C0016430
C0018133
C0018070
C0017558
C0011687
C0012666
C0001262
C0001560
C0001414
C0068215
C0076934
C0076871
C0077658
C0079255
C0085593
C0024983
C0026220
C0026028
C0003220
C0026984
C0026941
C0052643
C0052706
C0024471
C0024325
C0024262
C0025450
C0025304
C0025241
C0025049
C0019965
C0020429
C0020412
C0021136
C0021004
C0333524
C0333461
C0333252
C0393922
C0397520
C0395562
C0395625
C0399730
C0398307
C0221027
C0211028
C0207731
C0241917
C0261960
C0319252
C0331357
C0331294
C0330570
C0330633
C0165673
C0314935
C0315084
C0244980
C0257065
C0315488
C0268194
C0268151
C0268214
C0099570
C0099467
C0100105
C0104018
C0107911
C0107997
C0107339
C0107276
C0091956
C0091913
C0091893
C0092935
C0093868
C0093851
C0096507
C0094784
C0000220
C0541653
C0541716
C0548995
C0548952
C0545826
C0403308
C0401092
C0401009
C0400943
C0405563
C0405626
C0413263
C0406030
C0406751
C0413326
C0333567
C0333593
C0333656
C0333315
C0557737
C0557674
PF0541398
PF0541401
V0319973
V0253513
V0403391
V0032981
V0240154
V0033047
V0087018
V0088890
V0317251
I0033960
V0146483
ET0032025
PF0400328
PF0033516
PF0406542
V0394331
V0363906
PF0033496
PF0503634
PF0407730
PF0394242
PF0541418
V0065235
V0556652
V0051366
V0032878
V0238539
ET0031899
PF0033662
PF0079298
PF0554757
PF0514528
PF0407564
C0012368
C0001368
C0076768
C0065172
C0086849
C0085550
C0026237
C0026174
C0026686
C0054555
C0052600
C0052597
C0051429
C0025195
C0025006
C0020051
C0019922
C0020455
C0020518
C0333269
C0393965
C0330676
C0331251
C0330739
C0331314
C0165630
C0165438
C0161121
C0247662
C0240368
C0245003
C0242578
C0257111
C0250324
C0087044
C0091999
C0092978
C0096487
NC0406136
C0400986
C0405861
C0411457
C0333613
C0556715
NC0097017
NC0028581
NC0093041
NC0027216
NC0331592
C0013943
C0013347
C0015898
C0009898
C0009901
C0010413
C0010090
C0010817
C0011132
C0002859
C0002796
C0003775
C0005221
C0005473
C0005985
C0006964
NC0093894
NC0549227
C0023303
C0023240
C0022773
C0016536
C0016473
C0011581
C0011644
C0011985
C0012623
C0012560
C0514465
C0541759
C0541696
C0551208
C0404647
C0407261
C0411414
C0413561
C0501126
C0501063
C0333550
C0333295
C0333822
C0333358
V0080618
V0088681
V0032431
ET0031919
ET0031793
PF0395668
PF0079318
C0001325
C0068195
C0068258
C0077615
C0026131
C0026643
C0052686
C0052617
C0052749
C0024368
C0024940
C0025347
C0025284
C0025152
C0020068
C0021047
C0323208
C0319358
C0320019
C0398390
C0196902
C0165584
C0315058
C0266042
C0100085
C0107954
C0107891
C0107442
C0093762
C0094741
NC0030473
NC0028790
NC0031452
NC0397563
NC0319295
C0013284
C0014263
C0014472
C0009987
C0010754
C0006712
C0007176
C0008218
C0008155
C0008092
C0008667
C0002816
C0003984
C0004963
C0005029
C0006008
C0005942
C0006921
NC0076977
NC0030024
NC0027622
C0023389
C0016625
C0016562
C0018239
C0018176
C0011601
C0011942
C0006990
C0006887
NC0076965
NC0030353
NC0028670
NC0243709
NC0027393
NC0027413
NC0027711
NC0027754
NC0027519
NC0097214
NC0104087
NC0028435
NC0027817
NC0393996
NC0108003
NC0096639
NC0031438
NC0030416
NC0029414
NC0549018
NC0405695
NC0086964
C0014011
C0008415
C0010393
C0010204
C0010141
C0010499
C0010800
C0010797
C0006755
C0006589
C0008249
C0008206
C0008713
C0008650
C0001611
C0002905
C0002885
C0002842
C0003927
C0004906
C0005098
C0023606
C0023586
C0023543
C0023480
C0022627
C0016459
C0016396
C0018311
C0018119
C0018056
C0018013
C0017990
C0020094
C0011670
C0012589
C0012457
C0012692
C0012414
C0012351
C0013330
C0013227
C0001969
C0077134
C0083706
C0086938
C0086832
C0037518
C0037455
C0052732
C0022564
C0022413
C0024628
C0024522
C0003117
C0025501
C0020498
C0002075
C0021073
C0023649
C0314961
C0243348
C0243305
C0257091
C0266030
C0266073
C0266136
C0099599
C0107430
C0091982
C0092961
C0093748
C0096533
C0096576
C0000186
C0001394
C0001351
C0319916
C0397397
C0395719
C0399761
C0399824
C0399867
C0398376
C0238731
C0331042
C0330979
C0330936
C0330467
C0330722
C0331403
C0331340
C0331509
C0331446
C0165527
C0165464
C0165421
C0548849
C0551145
C0398333
C0398439
C0403288
C0401035
C0400929
C0405652
C0404673
C0407312
C0406439
C0406333
C0403909
C0413206
C0413097
C0413249
C0413143
C0413100
C0413441
C0413504
C0411483
C0411351
C0413547
C0501006
C0331105
C0333810
C0557720
C0556804
C0556575
C0469350
C0470369
C0514511
C0514345
C0514388
C0522812
V0087070
I0033991
I0405715
V0033181
V0077071
TV0406270
PF0411589
PF0033542
PF0416844
PF0033244
PF0514408
PF0404736
PF0403442
C0557763
C0556847
C0556784
C0522855
C0514600
V0104107
V0557826
V0032626
I0549044
I0411609
ET0031902
ET0077684
PT0542466
PF0100131
PF0413693
PF0033201
PF0522918
PF0395187
C0079301
C0086921
C0085601
C0026117
C0026054
C0026566
C0026629
C0037498
C0025138
C0025075
C0019991
C0021030
C0020967
C0314978
C0243689
C0243437
C0099493
C0099556
C0104044
C0107877
C0084963
C0096622
NC0542529
NC0526193
C0000206
C0339661
C0339724
C0337766
C0337829
C0323448
C0393890
C0338170
C0397417
C0395651
C0210948
C0204439
C0221161
C0241943
C0319149
C0400208
C0407418
C0407292
C0407355
C0406376
C0411394
C0501049
C0500983
C0331383
C0333853
C0333341
C0333404
C0005524
C0005461
C0006907
NC0029818
NC0042327
NC0027545
NC0027608
NC0028372
NC0031584
NC0028839
